hidden_layer_sizes,alpha,learning_rate_init,label
129,0.6548068503340605,0.0001424232219301719,-0.7024776696228937
146,0.10946934035572337,0.002481816107062344,-0.7628644433872485
73,0.00011402438417921721,1.0033753821021684e-05,-0.6284551143275303
160,0.241096342663484,0.013456469216858023,-0.7608738243749611
136,0.22523343220693184,0.07631353984372,-0.7481021007782981
152,5.0149361363979075e-05,0.03529797199905938,-0.7696624959893985
186,0.0020824425670283686,0.004092677674331553,-0.7727525015615114
53,4.464584253563992,0.001681948346108486,-0.5683637799997829
181,0.3043244267969735,3.2171180237862525e-05,-0.7250781852455855
102,4.067222493222235,1.5466563386799222e-05,-0.5018037670769644
182,0.0005024710402135009,0.00035258707288904063,-0.7600387747855157
145,3.2053997433760615,3.011962372542076e-05,-0.5755047858096737
169,0.1462547691252462,0.012474154301594894,-0.7635719978467146
168,3.746686503077471,0.0006400233915284349,-0.5813928971167386
148,0.03538530984174318,0.0010420283216251935,-0.7668241339755902
145,1.3779544976836071,0.0003759421629839662,-0.6411813235589441
95,0.012180508081015258,0.00044297976388319365,-0.7617956753094417
142,0.06744555616637046,0.00023188627836650595,-0.7598537221424475
65,0.0022318723975007595,0.020282518490824304,-0.7701611125878778
192,1.8090746106890137,1.2350289595446622e-05,-0.5890094600729281
107,0.0012048763300039522,0.004871754402766708,-0.7710605194186392
51,0.0023185556176623322,0.008588916601118103,-0.7729353663041785
73,1.1970986044260366e-05,0.09774357655246046,-0.7537710350195029
117,0.007936490121677806,0.032555030782490835,-0.7686031860695977
197,0.0001758724928055595,0.005122981948096924,-0.7744213558669698
86,0.006150246930760415,0.00543188551406235,-0.7724326392386945
116,1.5992559138297642e-05,0.003042412205881613,-0.7710982208688497
52,0.0006424751063601367,0.007842085351452794,-0.7715264075373091
196,0.00013625696257882006,9.086847320718032e-05,-0.7589080651234754
125,0.0004776865035629248,0.0011439543583661367,-0.7640525550304961
86,3.831159181895929e-05,0.001828028246699532,-0.771311605184259
61,0.030193468109601967,0.05807638848709276,-0.7644830797217577
200,0.00017836048687170264,0.014443333216625094,-0.7687452806026052
133,4.772923575106095e-05,0.008165252780185928,-0.7746894795583152
158,0.0041613816226798135,0.034071995360732535,-0.7697682595799538
173,0.00032810635654091083,0.002575815680684299,-0.7726541883550629
135,3.903190063197701e-05,0.06020695908983216,-0.7640458435406074
159,2.084201890234624e-05,8.966588263687142e-05,-0.7574257802352449
132,7.518654966350768e-05,0.02175808632720095,-0.7731636583367388
189,0.0001854491991357973,0.007454630175810228,-0.7772051611674657
115,2.330371769959653e-05,0.0016231650034173994,-0.7748557678464009
177,9.571477317196145,0.008169019104009377,-0.5
188,0.000987501678316614,0.0007547997722886688,-0.7662164087711891
166,0.0003155958476983857,0.003402649018325634,-0.7732958493641633
114,2.334778004504264e-05,0.000205879414535776,-0.7597104094874844
100,1.034350651438838e-05,0.0015246779761045545,-0.7679888973084859
123,7.95326203969787e-05,0.00011294473199938778,-0.7574990446605656
88,0.013017796785093341,5.590062637846456e-05,-0.7456656554685788
153,0.40226894452359097,0.0007543867609520448,-0.7471853803365439
75,0.0002644072540252372,0.0005193135204280894,-0.7622402398302359
109,0.00010803472592940104,0.00030601469708588366,-0.7628274582655039
142,0.0009309483605214233,0.0019147572920308665,-0.7685107168427047
127,0.01981539716609813,0.014042872132107023,-0.7703003226826078
97,0.0035670624795013945,0.023316788720337645,-0.7709096323935111
93,2.8381506718061138e-05,0.00017448874492264995,-0.7554750142711559
106,1.0418078138826533e-05,2.0617472216159712e-05,-0.7077044638928991
80,0.10827543659903968,0.001294919873228738,-0.7579852565477673
139,0.0014026847865545376,0.045733891633654704,-0.7662460297201332
152,8.338944549390146e-05,0.0003003303793432199,-0.7610683092645656
122,1.5481454782349803e-05,0.010731437556545636,-0.7733111252948045
64,0.0006821867461736568,0.004213915067611884,-0.7717528252785358
58,0.00023700238635428344,0.002385913459652536,-0.7723760450594328
184,0.002010914031443638,0.0009741060396626485,-0.7674379066486609
162,0.051606201111205986,0.006453409236506232,-0.7682256533752354
119,6.376909193679247e-05,4.839368410198037e-05,-0.7493671634487999
132,4.3218955233776415e-05,0.011261070552416095,-0.7792702384856515
112,0.00045693039012096844,0.01847694988076801,-0.7768203679244531
177,0.00015134737261121768,0.08612221435026336,-0.7629412298906232
129,0.000531272497059829,0.017311390955681225,-0.7701682902468014
111,0.00037433432654382376,0.028450763399283326,-0.7730920926812856
