hidden_layer_sizes,alpha,learning_rate_init,label
407,0.01022229310050754,0.014247579927767762,-0.7663867211128054
200,1.6607793179521468,0.03881333013745412,-0.6227341899058629
187,0.3403676647739165,0.030763578327866806,-0.7445028315923067
657,0.002474681399001012,0.008732939631808932,-0.7665462963179973
868,0.04094396885879133,1.3248237179089449e-05,-0.5464685644758109
557,6.997903742896625e-05,0.3132532908824357,-0.6717997867303518
830,0.5973810274848647,2.0487557805159253e-05,-0.5876870831990223
60,1.175593261290175e-05,4.5793158787749e-05,-0.5560777910439854
938,0.24535243601462464,0.04928779574754125,-0.7414971677190266
875,1.126919290678996e-05,0.012298289326123524,-0.7618958268712142
879,1.4305615158196733e-06,2.7145216871123143e-05,-0.641085507212743
216,0.07869379508505997,3.3356546368379065e-05,-0.5955252194833986
223,0.0069690599457323575,0.0001189223623420273,-0.7516993913798221
355,0.20112687823116165,0.0004686568762982047,-0.7530432805491297
717,1.4044226439957981e-06,5.3377767267841974e-05,-0.7223814183345522
325,3.5016861362692474e-05,0.01716272973057437,-0.7661891282623435
140,0.0002379884004646622,5.508499765663844e-05,-0.6460468334828549
721,0.004711337028952084,0.048518006176601715,-0.7641845145215302
535,0.17411399718455017,0.2416523008841418,-0.733815213244382
297,2.870127991130153e-07,0.000138193127830002,-0.7557440099784367
655,0.0017542390499835196,0.0029411485747107254,-0.7649445044508449
477,9.15458676530105,0.0028411822299540556,-0.5
430,0.01464117100466599,0.0010493461726097718,-0.7586789881477377
642,0.00030170552972493144,0.007893543481261858,-0.7701495428661358
630,0.0005867534136074164,0.0072089552573345326,-0.769298711109218
598,0.0003975660591557339,0.005586515128519169,-0.7665632896636505
696,0.00020181780786693326,0.13898230116652507,-0.7580935010385244
751,3.882481869460899e-06,0.000864511186082837,-0.7624347299572576
467,0.0009589553946615258,0.10233559278209432,-0.7005514642431441
787,5.804783357956702e-05,0.0003227377565935256,-0.7606145672198115
970,0.02501272962749367,0.005101748545860489,-0.7666832945349743
616,1.1258013259348191e-07,0.02586168606672996,-0.7627506105185045
392,0.0007234933777649482,0.0014462752841039857,-0.7638387646775007
592,4.090791817580606,0.005621087974641885,-0.5695997812002298
500,0.00012151128919048224,0.00041251201240676303,-0.7612700853928308
659,0.002601229425135022,0.48676550558777565,-0.5
803,2.033099986388803e-05,0.11199757055789535,-0.7603195840312015
551,0.9041915123864024,0.022296835993766483,-0.6471265685819034
1000,6.529096268645184e-06,0.008236558314840752,-0.7678218237206492
770,0.0592573929223578,0.05530116089604981,-0.745605748400576
923,1.6111374441333099e-06,0.012812173954575606,-0.7637124438686179
838,3.751173380436936e-07,0.0014538500546464378,-0.7614694334685226
444,8.053218363652433e-05,0.00021217658922724047,-0.7546075804207126
269,0.0005228278853461171,0.0007230348340446631,-0.7580708208872444
401,0.003889015296794085,0.00197178224823336,-0.7636179676913162
62,0.025262344139218462,0.009409857811464188,-0.7625084769722565
646,2.976763012976461e-05,0.0036724023775269988,-0.7691150389220018
576,0.008077029318902366,0.03468627482800149,-0.7590953332482322
898,3.0593821404181394e-06,1.0282657794732227e-05,-0.5287642840802322
514,1.53080095741378e-05,0.06961937261497003,-0.7622184277702377
826,0.0013929605355735622,0.01684702244524977,-0.7637640094544215
