max_iter,learning_rate,min_samples_leaf,l2_regularization,label
358,0.009750189045596755,94,0.005454524290960881,-0.7440392112760534
136,0.00010047775240700892,82,3.5267827504759183e-06,-0.5
69,6.229894734993799,80,0.0009516830740483706,-0.49501499475183686
99,0.002757368475313868,17,0.004229722616600196,-0.7116707902234218
175,0.001823995308732846,93,2.980609991756281,-0.7148185635027741
465,0.0001822736274497455,86,3.352636303544247e-05,-0.5
254,0.2009093256203689,20,0.000762451328147019,-0.739981256560204
257,0.8421453777767749,57,0.05040990933409223,-0.7235848702953966
124,0.017317402199841514,76,3.300496685338811,-0.739990628280102
175,0.06432410675393933,61,0.00018483362783184735,-0.7599201529464688
28,0.0002725046253223799,44,1.3728145546775698e-05,-0.5
467,1.0143659764964423,89,4.641670370635377e-05,-0.725639151297046
322,0.003956458511478558,97,0.20650971060563197,-0.7290189683610737
175,0.0007141665117031594,46,0.002636935197250342,-0.5
182,0.04855989763105819,55,6.673963587021503e-06,-0.7755784225521067
43,0.20772339877330231,29,5.802253218697111e-07,-0.7526938071674913
277,4.766336943469012,9,1.5250211554054829,-0.6671896086369771
199,1.1547140243942897,39,2.0833736516553241e-07,-0.7269047083520768
337,0.00020666852696124482,66,0.0004486439271674974,-0.5
201,1.9721251237716662,61,9.121403513075665,-0.7159637876743139
214,0.07818277438529951,69,1.65257083897266e-08,-0.7377444144549409
412,0.07757674642662563,55,1.8855247950554738e-08,-0.757491003148898
140,0.04254294968364199,38,1.0681294298106318e-06,-0.7782703553756185
87,0.27972447927188826,32,1.5132599487310798e-07,-0.757562228220123
130,0.022653624502338238,35,1.8476350004640659e-06,-0.7477946468735943
297,0.00931280458057117,24,1.2036339327218438e-07,-0.7588371569950517
220,0.03842039870519436,1,4.661364029582239e-06,-0.7345156695156695
18,0.44013409791294894,48,8.505694450992244e-05,-0.7635237666816614
388,0.009507529496237004,40,8.689867162747729e-07,-0.7664586144849302
59,0.005254382970068147,53,5.4736478602810334e-08,-0.707824636377268
145,0.0015072757615180099,71,9.138197414032571e-06,-0.714241640425851
237,0.13548177673459577,6,0.020524300016760953,-0.7497990703253861
109,0.0399838233941371,24,8.881894979511152e-07,-0.7623800419853051
152,0.0007151168008258459,13,1.9962288102159794e-05,-0.5
73,0.016090080689366165,75,0.00012729781003346854,-0.7431282801019643
300,0.4315605418917793,40,4.2556718237973666e-08,-0.7478152646573699
161,0.006327562936828973,50,4.237025121115635e-06,-0.7482598590493328
99,5.194800058853381,61,0.0015995804543299953,-0.6791134352976458
374,0.0023510465947461727,27,0.00923989617821427,-0.7617622582096267
234,2.238830388681456,81,3.749843954190038e-07,-0.6142551357025041
432,0.12653801023194214,16,2.0567241739749634e-06,-0.728240365871945
499,0.025240213125579666,34,4.188319474374286e-05,-0.7442929974508921
262,0.4294296813733157,45,0.0006491713129716537,-0.7487869245763984
190,0.0012826218312709994,58,0.14517564030354121,-0.6822780776728146
49,0.014071194596651014,86,6.030744943038121e-08,-0.7364481181586445
120,0.044085916412960086,66,1.0434580784560435e-08,-0.754980881691408
327,9.558437163130757,78,1.024629513560265e-05,-0.4092457639826061
179,0.003995824351124689,21,0.00029289475156691773,-0.7535938671464988
78,0.12884814853552282,94,6.667591054622432e-05,-0.7525517318938373
34,0.0003823818511364947,53,2.2862456377415702e-05,-0.5
10,0.6589086271473179,36,3.747914288388684e-07,-0.759890538311591
280,1.5954693493206538,67,1.4773894760665677e-06,-0.711540710751237
247,0.00013703604031120071,99,0.005110812361095346,-0.5
343,0.06396975697574678,43,0.0013369947741500977,-0.7603857399910032
135,3.3469754296783285,29,0.00017591556308471255,-0.5911084870295397
163,0.0009560407225798712,73,6.236330605634219e-06,-0.5
