hidden_layer_sizes,alpha,learning_rate_init,label
87,2.1845666146859166,0.00019659235122329786,-0.5
290,2.775739276960469,8.09567223734415e-05,-0.5
254,0.051987704730988724,3.202619978797594e-05,-0.5
292,0.335301758158016,0.02361465346037015,-0.5014903846153846
460,7.755812111579405e-06,1.2118752187411828e-05,-0.5029447115384615
696,0.0026407403264759343,0.0005700623105566875,-0.5009975961538462
188,0.24584804152238435,0.23861572479105883,-0.49609375
983,0.0010184445687041453,1.8460883000776467e-05,-0.5024038461538461
319,1.2013475743190098,0.004666691266270621,-0.507860576923077
591,0.005807061700669549,0.012347380567928327,-0.5032331730769231
359,0.006947772934059988,0.016446378179946493,-0.49830528846153843
912,0.16708504046021874,9.709653438931751e-05,-0.4921875
780,1.7734661722232702e-06,0.002526548103775765,-0.48442307692307696
796,5.608720686942626e-07,0.0010614958862284194,-0.49123798076923075
210,7.274042405452294e-05,2.9351785700125326e-05,-0.5
279,0.0002532247385742804,3.1993337095748874e-05,-0.5
303,5.458110684993282e-06,0.005084951622377076,-0.49795673076923075
333,0.00017243944317483955,0.014871733656833887,-0.4887860576923077
109,0.04680411653300975,0.41441645005534666,-0.49296875
776,0.0017360299885539419,0.05512188631857724,-0.4897355769230769
562,8.004957249600105,0.11101732055432913,-0.5
552,0.02320807395054788,0.005702773515863581,-0.49625
439,1.2782959117722523,0.0009416864285044063,-0.4997235576923077
649,0.010754562281851494,0.05816611787964818,-0.5030769230769231
425,4.229244647277343e-05,0.005552442246384611,-0.48921875000000004
643,0.5064241551806866,0.00034410499545070225,-0.48865384615384616
508,8.439237506815669,0.0022620300868778248,-0.4967307692307692
152,0.08558351568900822,0.02771211746796799,-0.5070432692307693
54,2.405371380392583,0.04121005395405912,-0.49913461538461534
121,0.07330309439277201,0.11237841280803912,-0.4890625
160,0.8522604346979501,0.4529678293524039,-0.5
382,4.43148288367473,0.00022548467569979692,-0.4898798076923077
73,0.11287494146677336,0.13946981349838358,-0.5015625
221,0.025437994225570172,0.02486423739251661,-0.4789903846153846
147,1.3647866459867892,0.009402110947532467,-0.4890625
246,0.3785725957037832,0.003327665717112101,-0.49050480769230764
412,0.0004078032801676969,0.0011385089672806264,-0.5071754807692308
499,1.6138815268543817e-05,0.00010469093121192685,-0.5046394230769231
399,0.0004687035446332798,0.0006227030235719227,-0.4879567307692308
473,0.003317540355456485,0.0013102948259066576,-0.48515625
324,1.0308058805175638e-07,0.0001669475079675597,-0.4935697115384615
644,0.0006790111519781047,6.369189838924216e-05,-0.49276442307692303
903,3.115390524324358e-07,0.00039435264495012417,-0.484170673076923
723,6.419854942721893e-05,0.0015752426377114478,-0.5002043269230769
596,2.7832592952823965e-06,0.00858816171949984,-0.5124639423076923
601,3.030399846120583e-06,0.008435425244300769,-0.49472355769230775
846,4.303008312252828e-07,0.0032343704172897625,-0.4876081730769231
710,1.3440560319729108e-06,0.17159130248372764,-0.4952403846153846
968,1.8759359223835807e-07,0.01662739336391702,-0.5072475961538462
273,0.00012503067649059552,0.2605744783471737,-0.4982091346153846
475,1.5848600205580378e-05,0.061137569273491454,-0.49192307692307696
348,0.0014617257911978526,0.0006522023844969588,-0.49537259615384616
555,1.2886991813751892e-06,0.008879689247081435,-0.5006009615384615
589,1.3605252824806891e-05,0.004041847719257325,-0.49086538461538465
764,3.6158089224139275e-05,1.6066216955448478e-05,-0.5101322115384616
828,5.775816110708673e-06,1.1423121173989376e-05,-0.5
760,2.7816067345223144e-05,1.6033201872371213e-05,-0.49739182692307693
739,6.199747502268045e-07,5.251032017567096e-05,-0.4977403846153846
909,0.00023172409823629032,2.6662535866266697e-05,-0.5101682692307692
678,0.00014887214783414077,0.00018625162926752087,-0.48872596153846154
991,3.896557209422238e-06,2.38745938898421e-05,-0.4978004807692308
952,8.420665469123302e-06,0.00027382063067599415,-0.502139423076923
886,0.007682947151788135,0.00013298193775497443,-0.47337740384615384
811,0.002985221925996452,0.03286909441440923,-0.4942788461538461
879,1.0325054575277208e-07,4.843198750482857e-05,-0.5068870192307692
759,3.733904629321446e-05,1.7976332021043463e-05,-0.4969350961538462
682,9.230311309018803e-05,3.766261682605719e-05,-0.49597355769230766
936,0.0002454441567918965,1.0900719737855409e-05,-0.5
844,2.7531985354702456e-06,7.827809124787118e-05,-0.4936778846153846
793,7.612726930684626e-07,0.001734797146496618,-0.49567307692307694
623,2.712584097104724e-05,2.5025360398775387e-05,-0.505516826923077
932,0.0007911380344606269,0.013652680236750878,-0.5054086538461539
673,0.0002889858767959132,0.0004148716544635108,-0.5055048076923077
525,6.118623340379376e-05,0.0008390218598857563,-0.4794951923076923
865,0.0012609067392855328,1.3989636147134941e-05,-0.5
527,0.011711839513320084,3.9964487714402303e-05,-0.4967668269230769
732,1.6870200088338183e-07,0.072316736426386,-0.50390625
591,1.1425972452800336e-05,0.019201802123404,-0.49921875
823,1.8014119782656635e-06,0.00011981938739237691,-0.48724759615384616
908,2.375725189106599e-05,0.005931936633551521,-0.4862620192307692
779,7.138263188167786e-06,0.011222955840575045,-0.4871394230769231
995,0.022811442552753212,0.002277097752219065,-0.49475961538461544
452,0.0001029119842418212,8.192450257263983e-05,-0.5010576923076923
655,0.002026721311518216,0.006944001560079212,-0.48784855769230767
966,0.00456258186717544,0.00048524909458720926,-0.49034855769230773
710,0.0003957105477388172,0.00027659524674200376,-0.5223197115384616
610,0.0006739572707734935,0.0008060586992035722,-0.4968389423076923
699,0.00021428365961979732,0.00013691432929541705,-0.49097355769230766
567,0.14978819009848765,0.00032920624789961703,-0.5192788461538461
576,0.1696445843390619,0.00031698333900870756,-0.49490384615384614
385,3.0429652549037107,0.0031022669719756703,-0.50078125
539,0.03688295480978126,0.0017534424544399865,-0.49846153846153846
434,0.5455696754511744,0.00022781414232547528,-0.4982211538461538
623,5.57400720950226,0.0006070625556456021,-0.4993389423076923
491,0.011273416613549123,0.001387429787802361,-0.49848557692307693
507,0.017015311369804262,0.0002628434918819122,-0.496875
713,0.15836097123902484,0.003846011552756746,-0.5062740384615385
464,0.04978801193145419,0.0007542648094941742,-0.4889182692307692
302,1.1938272204614224,0.0011323126691762048,-0.4991947115384615
660,0.07211491889475179,0.04248307650093302,-0.503125
