C,gamma,tol,label
2975.741475607689,0.094373766813205,0.0013242624807206975,-0.575372866867432
0.047633082251000436,79.86861936965651,0.09265775489585217,-0.5595487914862916
0.002200641649213904,0.03599711223367806,0.012519814546304462,-0.5
1128.6932317589474,0.0007329176714183844,0.000238506006120041,-0.499637022397892
109.71503628428184,9.213162824884899,0.048725974877361466,-0.5716464842524626
0.3195397620377386,0.0024511069688754124,0.00019901720496713016,-0.5
71.51850388995048,1.7628145028910179e-06,0.002578803646634644,-0.5
0.797349999369308,1.719491026874685e-05,1.7037669942407762e-05,-0.5
49.19801245773256,0.00029566481589154595,0.02360344464762772,-0.5
15.940574705506217,0.06957240463035326,4.5650789407498305e-05,-0.5000006587615283
90.94331493340405,9.663485029804357e-06,0.06927625003218807,-0.5
0.4850427023725264,0.4044707259775346,0.001122506205149512,-0.5
6.554638231268573,1.0089078870560327e-05,0.017737935697224077,-0.5
0.5601595992584065,0.004198008415122961,0.0009618414752989021,-0.5
0.002213490901491111,1.8594630848946905,1.6201906620468318e-05,-0.5
0.03863747672738041,0.022438980210479013,6.369602325187886e-05,-0.5
0.0072241852486385275,0.00012096245648132702,0.0001356982390884476,-0.5
41.30672741482757,0.22296748233940228,0.00876159327520684,-0.563718814699793
1.0816742243636273,1.4779519339185683,0.054200873944921214,-0.5099797548466026
0.14727794291678592,0.00075520264997823,0.0074063239402888245,-0.5
4931.642211820372,73.18818867313853,0.002420769997357232,-0.6947479688186211
7773.8757287012195,95.59978720279803,0.0029479590653246285,-0.7132433574879228
9373.228403830393,68.51671697683435,0.0029894060884308998,-0.7054689166509819
593.6050307646794,13.703401974719249,0.00047727591737034607,-0.584816856452726
7594.790449856248,11.29612388730436,0.0032091070640222585,-0.6229158549783549
488.2488327601932,90.56283793397057,0.0048808909230706665,-0.6472704490557751
1512.3940729742324,3.1728722852821227,0.0005254120103084736,-0.572579788568919
209.7100623408192,25.889872237994624,0.030439775438410425,-0.5917421458372545
8037.052026266075,0.4557711992255916,0.0005961027777753468,-0.5710281934249325
