C,gamma,tol,label
0.015070604565763968,0.003923273687325605,0.03120466878384044,-0.4979166666666667
1.4183714485579042,1.8038038594268229,4.410980787273224e-05,-0.4877914507772021
130.47065777575853,0.09013002450415633,0.0002303153938805797,-0.4903875215889465
0.02090725532038901,0.00039514937809670284,0.0006595222298605384,-0.4979166666666667
0.07917810297617882,0.2114319261060673,0.0018307979384460825,-0.4997395833333334
957.2784704833533,0.11211832265827447,0.017746627638055082,-0.4958765112262522
0.10202732640886278,0.09569446463475524,0.00019811013849706122,-0.4981770833333333
16.196791029335472,6.0954630093304795e-05,0.00011486935120804165,-0.4979166666666667
150.1067312328562,0.2397793874879385,0.0017010382461933313,-0.4953651230569949
0.01938623399067821,0.0033782620821258217,0.002351893496539717,-0.4979166666666667
39.61999116293872,0.003465898129806108,0.002467131411669402,-0.4921794041450777
13.039577047527716,1.0349452462812167e-05,2.635834577661945e-05,-0.49765625
41.918166042483705,0.0008367524960375753,0.009792935564326744,-0.4966348229706391
1.2861228017832091,0.002337714909048693,5.1690801849805604e-05,-0.4979166666666667
12.22824099744684,1.4841114417583292e-05,0.0007609482606237354,-0.4981770833333333
0.02675664076841849,0.000291976634632609,4.601918207780241e-05,-0.4979166666666667
313.4421008763812,0.0003720011374655013,0.02571252045434462,-0.4895630936960276
6.39262603536823,0.11151163995996564,4.22886092609976e-05,-0.4950547819516408
0.012244909775846828,3.844641257974381e-05,0.02206732542609969,-0.4979166666666667
776.6051385947783,0.0004538372008862898,0.0018877202162307085,-0.4888358160621762
0.20633459067805301,6.616022527810687,0.006598368159756024,-0.4817870250431778
0.10901215082005647,0.0230386012101147,1.0587901882509413e-05,-0.4981770833333334
0.15731076695794444,0.8265388652980943,0.00025075805634648435,-0.4925666558721934
0.8570386245636057,0.02083341042705661,0.0005899398763185866,-0.4981770833333334
0.5925170528048421,0.017205620012991085,0.005407308578330997,-0.4979166666666667
0.05950502432611034,0.7362095705323988,0.08641644876092927,-0.4981770833333333
0.7066101443642869,3.9929653029859296,0.0004853395390554958,-0.480256908462867
0.3745481466375261,0.026888010984938843,0.003810975022574208,-0.4986979166666666
0.383545578761316,0.007607252267140999,0.08880246448910807,-0.4979166666666666
2.2159305793869515,0.3226222114249079,0.0037771846888205256,-0.4927069840241796
0.056012013262923134,1.6766011095865003,0.00960217755612677,-0.4962880505181347
0.3295780495489662,0.0445152222862413,0.0010776636418310913,-0.4984375
3.8560078197162366,0.008043265320458895,0.012756165125551895,-0.4973958333333333
0.034262747821714075,0.3040567983935886,0.0471957948945874,-0.4984375
0.05668653991365285,0.04997997740913762,0.05124101841155028,-0.4981770833333333
0.012143428109386848,0.0015527539881573947,0.0012399886817139752,-0.4979166666666667
2.7553899271743907,0.7652429984547526,0.0002821935287211814,-0.4937553972366149
0.3009038692165519,9.192755746241033,0.003885848773795285,-0.4745371869602764
1.3733085002170171,2.609766107823829,0.00010126521717660473,-0.4823132556131261
0.08576053682291994,0.1921855458811334,0.003242980395844671,-0.5002604166666667
0.01002364375709267,0.20279742381381147,0.000424369714260014,-0.4994791666666667
0.10947476602033007,0.05682483284871551,0.00011555918788052915,-0.4986979166666667
34.78460697569212,1.250574805286958,0.014368873841796047,-0.4838676597582038
0.04301315093996067,0.20275988800273087,0.0016821451344793364,-0.4994791666666667
0.018402130249028356,0.4382888994066387,0.03742744201893576,-0.4986979166666667
7.890891210106402,4.458024909739591,0.0009297262265107002,-0.4810691925734024
0.08174579013628508,0.14113900994860876,0.00014860515989551217,-0.4986979166666667
0.16046854361619242,0.0043529759341057826,0.002599370632310821,-0.4979166666666667
0.022863777161381584,0.07315741734564637,0.0003656003936985421,-0.4984375
81.67903269430975,0.4635150434833559,0.008905707971963404,-0.4904253022452506
23.607857725013062,0.0008591890733779638,7.093556286377163e-05,-0.4979166666666667
0.21535734629106815,8.197386746856356e-05,0.005278951855411695,-0.4979166666666667
4.403234316336162,0.00018142619482647152,0.0006851737334351464,-0.4979166666666667
1.803503297179564,0.015311062614162594,2.1613066195723847e-05,-0.4979166666666667
0.512479013169641,9.714051794540127,0.0217704592300184,-0.4769038752158895
1.0275807682723954,0.005238769778961179,0.001432327338519419,-0.4979166666666667
525.77110333095,0.031557671329529524,0.002410519312676893,-0.4927015867875647
0.08661101841074123,0.013039496033297723,0.00020067427649269104,-0.49765625
0.03152819101317456,0.10926812187702588,0.007152769631142141,-0.4984375
142.6464475338134,2.627480445313316,0.0008568525576921372,-0.4849713946459413
8.216167346027511,1.0882635718746978,0.003045879989003844,-0.4883244278929187
0.014182658945033587,0.4479237214455884,0.01612838000872169,-0.4981770833333334
0.20924028279111415,0.00231782393946828,1.1438763390668448e-05,-0.4979166666666667
0.1364892767930969,0.1448905307335028,0.0051168060323480286,-0.4986979166666667
0.5533032591938727,0.035171977893695895,0.0003295165362852333,-0.4984375
0.011676021560877412,0.1891042954358869,0.0005012862013253045,-0.4997395833333334
0.04776318952281894,0.06535858461653646,0.0018530524929130788,-0.4979166666666667
0.018987769474064258,0.010440226967143551,0.0004319208406198603,-0.4979166666666666
0.028229772082753037,0.6344022251086494,0.0006098810880617022,-0.4979166666666667
0.010694354671377668,2.3689722414106487,0.00014780830600239254,-0.4984375
0.07337139483637313,1.5762494748800515,0.0011081826678119634,-0.49368388385146794
0.2892500206995202,5.437765602941801,0.0031100031914215627,-0.4807521049222798
0.03900561147289938,0.08704056212121243,0.0005739685125513688,-0.4984375
0.01555428269648623,0.14734098929164705,0.011340527104387543,-0.4989583333333334
0.059340888928112234,0.21462946684244308,3.758865780478437e-05,-0.4997395833333334
0.8074822931921928,1.062201805616643,0.007667699926115506,-0.4966307750431779
0.1189788108708454,0.2938595567196308,0.06739297161748327,-0.4981770833333334
0.06887276443733603,0.045542657645025665,3.473846705774896e-05,-0.4981770833333333
0.023702670819112457,0.5597729270072566,6.437133808250582e-05,-0.4979166666666666
1.0906422664134328,0.0070067876186159775,0.004417601782708149,-0.49765625
0.010277109913612671,0.23763465440399134,7.505506815238752e-05,-0.4997395833333334
0.1771354505604265,0.018020439227531004,2.466938214279973e-05,-0.4979166666666667
0.4343375491819217,3.1285063451293817,9.300589825909858e-05,-0.481272938255613
0.26947578791334786,7.5058413837000275,0.020775867458201147,-0.4797374244386874
214.3054024121416,0.002321674152952224,0.0014846087153131148,-0.4888344667530225
2.7935537813400524,0.02627624618074087,1.4147720925048403e-05,-0.4981298575129534
1.6489267128933651,1.6970810304067812,0.03185126486437795,-0.4883163320379966
0.014895392922106962,0.33981286589504106,0.0002530147622512619,-0.4989583333333333
0.049020524498698786,0.8602643388869756,1.4980098054414191e-05,-0.4971354166666666
62.112283962906886,0.0009602752532285008,0.00016944003925842169,-0.4962354274611399
0.09797953707937687,0.035854747632947784,0.0020971740141102076,-0.4981770833333333
0.036921185269905496,0.2667922930977443,3.632186585215436e-05,-0.4986979166666667
13.9200445834221,0.10959781965750948,0.0008577238272935039,-0.4916734132124352
5.439341833913633,0.06649695836307681,0.003079240832992295,-0.4917003993955095
0.026030485116195736,1.0263514642067614e-05,0.006483421972551528,-0.4981770833333333
0.1411953698299089,1.840202452169176e-05,5.5420764451523657e-05,-0.4979166666666667
0.05928539720367178,0.011217561877562,0.0002062600313538396,-0.4979166666666666
0.4214671155507145,0.16608473226187767,0.0012517286113734663,-0.4974781411917098
0.018500100517477774,0.3714626048806688,0.0003253355913485686,-0.4989583333333334
0.2371687581251861,0.08688217420593386,1.6918206936929137e-05,-0.4984375
0.6355643992927454,3.942515035561867,7.610606313260372e-05,-0.4831174438687391
1.1013748394710448,0.5738487263156319,0.01279239387102795,-0.4932237694300518
20.8097721261694,0.005471430329875758,3.224465113812104e-05,-0.4906007124352332
1.9845834309363128,0.2437499687988097,0.00014946222472170086,-0.4958238881692574
0.0898066999668596,0.0031373610585911393,1.0047621681586124e-05,-0.4979166666666667
0.18304879551859596,1.3403194251313308,2.013399378566817e-05,-0.4896022236614853
0.03143097933505646,0.05167022255625827,5.218055393707327e-05,-0.4986979166666667
0.1229876493642061,2.2223390434089407,9.0287983964032e-05,-0.4929795444732297
0.06529257267035407,0.0015342995729601028,0.00012546424187296465,-0.4979166666666667
0.012532106817335638,0.18358771747687,0.0004531846826108174,-0.4994791666666667
861.5786662187517,0.014381846414132466,0.0002748646644726425,-0.4906371437823835
0.010048726357717495,0.9706787608143967,0.0007790384427018022,-0.49609375
0.04504920442763512,0.13155788156207188,0.004522305666141126,-0.4989583333333334
3.535389528052132,0.02134413831776193,0.008969395456830433,-0.4949535837651123
0.020501265472776677,5.525618738119048,0.017021484096334732,-0.4950520833333333
