max_iter,learning_rate,min_samples_leaf,l2_regularization,label
199,0.005045639928277334,34,0.08341519752700816,-0.8188498086464593
15,0.9918745051896679,4,0.009279438910662135,-0.863416190692113
131,0.0014973146727073792,34,0.01338867511764361,-0.6837493934236287
47,0.33005687008420603,39,0.6212981139747994,-0.8881899314248679
197,0.001723101998847927,5,0.0011172402200056418,-0.7652665489263357
179,0.048018275294374684,37,0.0020809435122245584,-0.8710250790586903
78,0.008087015822586053,24,0.19740213438310975,-0.805463297787103
60,0.004868379720914259,33,0.12504664814509253,-0.741726637473164
11,0.04742662158277636,14,0.9792476107192929,-0.7984433287108434
80,0.006251805784193526,23,0.00013336763015389948,-0.7954636557514284
132,0.0027786589989970676,21,0.05053656536430047,-0.772531471807275
88,0.8264761330189507,11,0.0009671672454574347,-0.8652525888406177
82,0.013116831681258321,37,0.00015387327934534922,-0.8203447907015864
164,0.01367014676349517,4,0.04732229816026341,-0.8327733631558696
104,0.19770866994493655,25,0.04783594331819053,-0.9000255647192373
78,0.29668326314762195,25,0.034669604725179125,-0.9029215881004055
38,0.004826130591973087,31,0.0004891290514954093,-0.6628260035197571
120,0.23352719170105174,39,0.0011142872319912854,-0.9062721907032557
195,0.058875695091933695,5,0.9368442747314759,-0.880278305318078
83,0.07769719703008827,10,0.0001552247120933896,-0.861388577958944
131,0.348294770772026,18,0.005816824309235024,-0.9177764928494847
153,0.1355977605655596,28,0.0038313210934538887,-0.9016445665959246
109,0.5680170214050381,28,0.017344556647878914,-0.9179700287746119
59,0.11942543530125344,15,0.0002989527444459087,-0.8633792956823723
149,0.5431643333820197,18,0.014933102592424866,-0.9234098558847122
120,0.6596190383954498,29,0.006573018210176191,-0.908400506767822
102,0.4590659487577199,19,0.020814793635356814,-0.9174737491117293
142,0.02811098160769723,16,0.00458812879605806,-0.8461874874835985
173,0.5736145345516714,28,0.19669319233910526,-0.9240428864082452
150,0.9437444084547378,9,0.0219590187060829,-0.8660006131615683
110,0.14181588935875197,21,0.38482824796170895,-0.8927393532620984
183,0.022124277354200035,13,0.013105782602380742,-0.8465832934251563
171,0.09760968090984896,18,0.3240312227321012,-0.8946102898720427
160,0.44838143855952456,31,0.1589098845437693,-0.9235029309809233
186,0.9860250420450698,7,0.07961879766730938,-0.8781820637170072
199,0.19284031449643613,36,0.33344907472051494,-0.916131191040366
165,0.2650309290965995,33,0.15238612112349578,-0.9182360396430831
175,0.0012325278265227166,31,0.46615359833311276,-0.6989554025887628
163,0.36490370858457716,35,0.6934498633098218,-0.9201578090273088
193,0.04596467493982809,40,0.20992386887453818,-0.8706823022486769
139,0.06785381068771526,26,0.12976635025370434,-0.8755946377154743
185,0.0021722428368689583,31,0.08626323649034391,-0.7831925761742894
26,0.6878445149834096,22,0.23117206526539502,-0.8844616178420226
122,0.018360888315960226,38,0.07741147151423938,-0.8318512420063289
155,0.039292567420052694,27,0.0321146704888411,-0.8597882781694037
173,0.46424893187840477,1,0.002499678470566021,-0.917487085430883
92,0.17411789672833838,34,0.6376647939233854,-0.8914546227567886
65,0.0923812810037807,23,0.09825856886009904,-0.8596863278512231
190,0.7787505621540065,30,0.009392415183044785,-0.8939001942069869
136,0.009990881661778962,33,0.9618190391254478,-0.8237865933093778
160,0.004098232852054093,25,0.061537166178147716,-0.8074390203910184
126,0.3917494903545461,36,0.030261703633849567,-0.9168312127941446
147,0.23178830520587113,32,0.24235606987852293,-0.9131679396344309
97,0.02978721182258772,23,0.0016146874604830777,-0.8386284062281497
179,0.17082193151855773,27,0.17040089584432253,-0.911980688119314
112,0.29478493784766324,40,0.4475827123709646,-0.9084294353206559
199,0.11645031370522195,29,0.0007918757588791106,-0.90354246528168
158,0.059071302814915044,20,0.0424155703961349,-0.8739788922823933
168,0.9713559573441226,38,0.7523028765024105,-0.9118886023145529
131,0.5397894468858611,12,0.10745904114072378,-0.9201952887266819
179,0.007322031209525915,16,0.002922514867546843,-0.8224868632568555
114,0.08182584397447952,24,0.01212674707982563,-0.8746481168999409
71,0.017313174225578883,29,0.007265706638011696,-0.8225292970672318
50,0.003323168251789431,35,0.05607562894053795,-0.5636498494927181
144,0.03666306485838936,26,0.023026877944381272,-0.8558639796872551
151,0.5747845554918802,14,0.018134562145723267,-0.9098849604873281
189,0.4470093942907397,18,0.293669870260359,-0.927853121192021
126,0.23765201212604864,8,0.00022083876279269357,-0.9117609339884998
192,0.39022609672700687,20,0.30305974889042586,-0.9262578092739091
200,0.7351936487097834,22,0.5361353922376397,-0.9194994173129121
188,0.14949142069304192,17,0.12934355746409498,-0.9107314060265297
168,0.4521941499796107,32,0.845665187507268,-0.9235285649237314
196,0.3143960480974411,20,0.30224589396406343,-0.9230996579147692
182,0.8565240562049634,15,0.27641707766467444,-0.9174399786222593
192,0.11083457679427569,11,0.381624910051965,-0.9012741857262718
180,0.6216285026955168,18,0.5001181853265199,-0.923384311205505
175,0.3847889142903882,22,0.18608370464858273,-0.9244901865834698
31,0.2557375074525733,19,0.06671259044721943,-0.8693054135591529
137,0.20666848690989015,13,0.03847852710807312,-0.9104285713796246
13,0.15913736504075654,21,0.6204500506175226,-0.8296612589171417
175,0.3933928520688481,7,0.17860556244376788,-0.9257238143941254
188,0.13382723028091975,16,0.027356817876916555,-0.9073692512039525
169,0.05626241780426499,22,0.10689141481971953,-0.8748005246212021
155,0.32554388174192717,24,0.9374301928696919,-0.9190953541389861
195,0.07522435661664731,6,0.2452462101181593,-0.8914373964541108
145,0.09355485365150065,3,0.3920957992748038,-0.8877384368519305
163,0.02433127922028331,2,0.05002571838032974,-0.846483565215354
20,0.28754551721779487,5,0.14007333683857365,-0.8561064308583137
200,0.9800322845514001,9,0.005226758338328474,-0.8608283356936368
177,0.195051808798858,11,0.07384071302041821,-0.915043740101577
116,0.4956847872440623,7,0.09506852795123685,-0.9201332175860776
107,0.38955487657200666,10,0.7534779256726346,-0.916300268645618
185,0.6762724020881187,14,0.0006031034937409773,-0.8818606183869052
140,0.009967270640242889,1,0.1884091271609878,-0.823690377058141
134,0.7943200463578184,19,0.3582980855788342,-0.9159305790197549
158,0.04218704292768045,4,0.00778469985669471,-0.8616230709484233
98,0.0018044641438096291,12,0.5758599443682056,-0.6577850863092469
86,0.12167483210275624,9,0.0016493795459915082,-0.8794409040223581
191,0.03411086195697294,17,0.44836132222251335,-0.8612197923359515
166,0.22343901922581832,6,0.012015536005353437,-0.9174306727905701
74,0.05208493272426484,15,0.004046229761370417,-0.8451348309724576
43,0.8855974663728613,26,0.26718421885219223,-0.8936759007677857
124,0.517854712162391,17,0.01576411504483255,-0.9140374828641453
171,0.07038911465410502,13,0.026600577563136486,-0.8838554840418038
197,0.41073311974186144,20,0.15435296532354026,-0.9248372856646183
153,0.17607615685259806,8,0.046872725067632376,-0.9102680387728173
128,0.10054002234601339,24,0.8186888370289912,-0.8862253250301377
182,0.6325205803190681,27,0.20293217725541746,-0.9234827838682176
148,0.33563288465310254,3,0.06589088461303963,-0.9205641878840884
160,0.00556915161992416,10,0.12095414371606532,-0.8160614595438552
174,0.2665878671236191,14,0.30068116352587043,-0.920190510836904
188,0.08214684467035029,19,0.03904150606946258,-0.89188496554658
194,0.012973829795929422,21,0.9734529413186896,-0.8351418531655733
165,0.42905356941697387,12,0.00011720645654693688,-0.9217835361439505
63,0.7353978230611835,23,0.05540821777248537,-0.899197595847915
200,0.14178681535388155,25,0.08293855230835047,-0.9095935294429784
117,0.025466735507841884,16,0.01884105988323135,-0.839012289971755
185,0.06492872678030898,30,0.6473253039258257,-0.8815859006122777
52,0.21595460425089924,15,0.0004145430068204899,-0.8820195915672121
141,0.01893949298852799,18,0.3998986808399556,-0.8356673922107423
81,0.26337138899549606,13,0.00012814224952669968,-0.9019323977948719
53,0.005577964915718981,1,0.0002197189455687032,-0.7423760818143025
16,0.05647647089459005,10,0.0036835897425058902,-0.8162863737926616
123,0.00305603737701181,10,0.32241555313649256,-0.7753257678145404
130,0.4613572767311321,20,0.008258846974500883,-0.9215622041932038
148,0.02647659786178813,8,0.24661129080515523,-0.845940014576789
87,0.00858814147109378,6,0.00010183056226723729,-0.8103743414602574
181,0.02344154627900383,20,0.013787036692728856,-0.8481078136499101
41,0.06526600575018272,24,0.006474991835595695,-0.8360565038204237
74,0.04135460299082432,11,0.04118502128862312,-0.8393012401926399
152,0.02849628330908796,16,0.0028115363298677042,-0.8480079401556067
187,0.0013650447838703295,14,0.16024545780629512,-0.7315938858105164
33,0.28251065035748874,3,0.001270648688800057,-0.8706431927583846
111,0.6469920262928804,14,0.006930840467791442,-0.8957545272183467
185,0.09568824007099039,38,0.0008401046828746234,-0.895064109869536
78,0.00113101670142221,30,0.010398737519111299,-0.5
125,0.00160862299038598,28,0.00018894676650852495,-0.689871217744459
107,0.12702784230370348,11,0.00017562126198618984,-0.8878688146296205
28,0.0031281765562736763,29,0.008408071017355124,-0.5
65,0.0011540590236977317,14,0.021858131888495315,-0.5
154,0.7177501242414978,20,0.06608153026853951,-0.910416642404061
91,0.2990592954214156,24,0.7977278759924402,-0.906632066924878
132,0.2689743344025532,18,0.0005791880298465061,-0.9127660567252324
167,0.47251212793609726,24,0.00259712460502193,-0.92107175758177
169,0.5254648384089058,35,0.002475688618447771,-0.924370671659581
168,0.9346208342641469,25,0.000407457007437516,-0.8703762800299245
139,0.12297148361085734,32,0.0016047997056047978,-0.8966827762202634
199,0.4320821789164853,26,0.03147682351831814,-0.9284462921913489
194,0.960703633524689,39,0.0524078208250538,-0.8841717655911822
198,0.15797575139886794,32,0.02608017353544401,-0.911895545296528
199,0.01069327056431939,34,0.12446669073795086,-0.8303850711311556
174,0.1990867173407822,37,0.9789319836345879,-0.9115451132888361
162,0.4424695490597418,36,0.0039292780951293545,-0.9223818992634477
