max_iter,learning_rate,min_samples_leaf,l2_regularization,label
109,0.0019091903256791788,26,0.2981959305656517,-0.7288888888888888
179,0.006409503727368264,17,0.049551097625594745,-0.806111111111111
40,0.0015572846221134046,21,0.004817899668447096,-0.4958333333333333
45,0.2499131583424212,29,0.00011683602977606034,-0.8874242424242423
118,0.3032419319525538,27,0.057861046674358804,-0.8622474747474748
29,0.4436472027375463,26,0.0007723441447531903,-0.8481313131313131
55,0.004731177304639489,33,0.0001452139465138958,-0.7098989898989898
119,0.0031379804285501505,16,0.10780174702387332,-0.7693686868686869
119,0.0035806425758674845,37,0.0637943462839298,-0.7373737373737373
130,0.0013144835110734815,21,0.06617561575081325,-0.7055050505050506
76,0.07391143401768634,2,0.0147164213721586,-0.7782070707070707
102,0.006213708685940037,24,0.2766292105975258,-0.7798737373737372
68,0.009084851316874462,37,0.0002526259326972373,-0.7424494949494949
59,0.07484264689766049,37,0.0013116538400737032,-0.8630555555555555
71,0.11617458505158758,38,0.18111906622807983,-0.8791666666666668
122,0.09645804092006648,21,0.00015302285359841767,-0.8834343434343435
128,0.013744177742636466,13,0.00078563433113179,-0.8228535353535353
154,0.6101031540389317,30,0.0923026856746533,-0.8878787878787877
147,0.05693991006036889,2,0.005337659770320074,-0.7728282828282829
193,0.25801397538655013,11,0.007469048286062659,-0.877979797979798
155,0.9052819356271984,31,0.6789003191416006,-0.87260101010101
169,0.8271360761798338,31,0.02361876120124477,-0.8627777777777776
16,0.02424257604972612,33,0.7085250509682796,-0.7223737373737373
91,0.19585405620153243,29,0.021488648400380818,-0.8787121212121212
196,0.6222572431299321,40,0.002379686294114935,-0.8918686868686867
91,0.16301025124650198,7,0.0003849079658707565,-0.8818686868686869
142,0.03536784861652149,33,0.003098439572938663,-0.8691666666666666
163,0.400582061920048,24,0.9912759599509698,-0.842121212121212
192,0.8080634216680587,40,0.0019097778354912047,-0.8627777777777779
200,0.5482343088302238,35,0.023390126314947,-0.8923232323232323
184,0.5649487739737473,39,0.012543499010489578,-0.8722222222222221
173,0.03758783394121347,18,0.15411556684208672,-0.8782323232323233
182,0.02366274554315552,36,0.0247202119477148,-0.8690656565656566
197,0.143355368565495,35,0.0031044261764160887,-0.897878787878788
136,0.3358298722931217,34,0.03671604409958883,-0.8777020202020202
186,0.5058289734944356,40,0.007242348819867778,-0.8873232323232323
165,0.15673394585622108,27,0.003993792220279706,-0.8582323232323233
12,0.2164374641480083,24,0.0012174872106561427,-0.823030303030303
108,0.11938702925090106,34,0.0005242698942941719,-0.8973232323232324
175,0.04882408607095287,35,0.03975373671909076,-0.8927020202020202
33,0.013533783120958884,28,0.00037586472682022884,-0.7391161616161617
47,0.11489665464776946,19,0.0006514711572995737,-0.8536868686868686
107,0.021603550017585373,25,0.00012072242704203288,-0.8495202020202021
85,0.0539649116403069,31,0.0002112216926357008,-0.869621212121212
98,0.0010425622279526374,14,0.00044100035348789806,-0.6814393939393939
113,0.085446463740245,22,0.0016184186732290848,-0.8985353535353535
25,0.1416256089216369,38,0.0007925729958552198,-0.8549747474747476
82,0.016354911472314295,10,0.0002113103468702994,-0.8232323232323232
63,0.08180088144333647,4,0.0015830707501266307,-0.8331313131313133
130,0.00246657698470431,16,0.003162723306781409,-0.7482575757575758
116,0.3240238530581089,20,0.0009985705953574266,-0.8838888888888888
52,0.008936370194881436,22,0.005126476484052878,-0.758939393939394
156,0.06443625302350142,22,0.01049173050015338,-0.8734343434343435
36,0.00465840863288377,9,0.016539520437631027,-0.7549242424242424
142,0.08692728024115859,14,0.008698622417086155,-0.871767676767677
125,0.04291172938317221,26,0.00010112016994286335,-0.8838888888888888
76,0.2613154129532107,5,0.0022251399283881664,-0.857777777777778
149,0.009806484093600007,16,0.0002698854476463777,-0.8375
23,0.39062503104305374,23,0.0039514352086840255,-0.8723232323232322
115,0.9992075484814786,12,0.005923344577907721,-0.8813131313131315
