hidden_layer_sizes,alpha,learning_rate_init,label
451,2.1336043161146194e-07,0.0009276017630246277,-0.6950000000000001
658,5.6029712987409606e-05,0.012948311109552227,-0.725
844,1.5349005632102357e-05,0.22374219594681946,-0.6875000000000001
118,0.1521284295573092,0.052344354127976354,-0.7100000000000001
538,7.804619241177895e-07,9.72530143515826e-05,-0.6575
456,1.2054355397717842e-06,0.0003424883039589969,-0.59
511,1.7121300722682347e-06,0.0002103584927389228,-0.49000000000000005
539,1.0006549219690116e-07,0.00011804736042922854,-0.49749999999999994
88,4.762638492948379e-07,0.026483775518832412,-0.6824999999999999
569,3.1277177364435305e-05,0.1651862955155948,-0.6725
419,0.03827728252381319,0.46544155333352355,-0.665
842,1.7569266724197432e-06,0.0005098879520902931,-0.7725
464,1.2469894822833467,0.010254946199533647,-0.735
826,5.896859147834481e-07,0.014365533845386321,-0.715
970,3.001679137926841e-06,0.008508452077824727,-0.7474999999999999
679,1.3572861500419026e-06,0.00014811709072518143,-0.48249999999999993
967,1.105661216695522e-05,0.261087979122553,-0.7124999999999999
147,2.1694526272172486e-06,0.007885234007435498,-0.7625000000000001
914,5.14919106624236,0.040234242434648314,-0.695
877,0.0009180999995568407,0.0003384557171024866,-0.7100000000000001
279,0.0003665422630235724,1.7837496223697426e-05,-0.5
206,0.009404630915429566,0.002572518195545427,-0.695
306,0.00019587650394612457,0.0028242380986530685,-0.725
706,0.0030664768368287797,3.211844114507309e-05,-0.5
767,8.123865430861616e-06,0.0008365960666260107,-0.6975
349,0.00010130184249021679,0.004828933387383795,-0.695
199,1.816647659543546e-07,0.0010949174331873076,-0.625
635,3.8135017144238795e-06,0.07983590958124297,-0.6725000000000001
770,1.0131993443022432e-07,0.0009564818221184963,-0.71
64,2.5320495643763746e-07,5.306215759541502e-05,-0.41500000000000004
169,3.81644116105208e-05,0.0005806517505638969,-0.5700000000000001
366,0.0013890132090123828,0.001673161941553757,-0.7375
249,1.1433027604015384e-05,0.005016122046208035,-0.7500000000000001
620,0.0002886524597987096,1.0508369132634439e-05,-0.59
131,7.191535637785861e-05,0.02606229098750099,-0.735
